UID          PID    PPID  C STIME TTY          TIME CMD
hitcrt      1787    1331  0 09:24 ?        00:00:00 /usr/libexec/gsd-color
hitcrt      1788    1331  0 09:24 ?        00:00:00 /usr/libexec/gsd-datetime
hitcrt      1789    1331  0 09:24 ?        00:00:00 /usr/libexec/gsd-housekeeping
hitcrt      1791    1331  0 09:24 ?        00:00:00 /usr/libexec/gsd-keyboard
hitcrt      1792    1331  0 09:24 ?        00:00:00 /usr/libexec/gsd-media-keys
hitcrt      1794    1331  0 09:24 ?        00:00:00 /usr/libexec/gsd-power
hitcrt      1796    1331  0 09:24 ?        00:00:00 /usr/libexec/gsd-print-notifications
hitcrt      1798    1331  0 09:24 ?        00:00:00 /usr/libexec/gsd-rfkill
hitcrt      1799    1331  0 09:24 ?        00:00:00 /usr/libexec/gsd-screensaver-proxy
hitcrt      1801    1331  0 09:24 ?        00:00:00 /usr/libexec/gsd-sharing
hitcrt      1804    1331  0 09:24 ?        00:00:00 /usr/libexec/gsd-smartcard
hitcrt      1805    1331  0 09:24 ?        00:00:00 /usr/libexec/gsd-sound
hitcrt      1807    1331  0 09:24 ?        00:00:00 /usr/libexec/gsd-usb-protection
hitcrt      1809    1331  0 09:24 ?        00:00:00 /usr/libexec/gsd-wacom
hitcrt      1814    1331  0 09:24 ?        00:00:00 /usr/libexec/gsd-wwan
hitcrt      1817    1331  0 09:24 ?        00:00:00 /usr/libexec/gsd-xsettings
hitcrt      1842    1532  0 09:24 ?        00:00:00 /usr/libexec/gsd-disk-utility-notify
hitcrt      1852    1532  0 09:24 ?        00:00:00 /usr/libexec/evolution-data-server/evolution-alarm-notify
hitcrt      1901    1331  0 09:24 ?        00:00:02 /snap/snap-store/638/usr/bin/snap-store --gapplication-service
colord      1910       1  0 09:24 ?        00:00:00 /usr/libexec/colord
hitcrt      1937    1331  0 09:24 ?        00:00:00 /usr/libexec/gsd-printer
hitcrt      1938    1331  0 09:24 ?        00:00:00 /usr/libexec/xdg-document-portal
hitcrt      1991    1615  0 09:24 ?        00:00:01 /usr/lib/ibus/ibus-engine-libpinyin --ibus
hitcrt      1996    1331  0 09:24 ?        00:00:00 /usr/libexec/tracker-miner-fs
hitcrt      2077    1331  0 09:24 ?        00:00:00 /usr/libexec/xdg-desktop-portal
hitcrt      2081    1331  0 09:24 ?        00:00:00 /usr/libexec/xdg-desktop-portal-gtk
root        2114       1  0 09:24 ?        00:00:00 /usr/libexec/fwupd/fwupd
hitcrt      3355    1331  0 09:25 ?        00:00:00 /usr/libexec/gvfsd-metadata
hitcrt      3358    1532  0 09:25 ?        00:00:00 update-notifier
root        3506       2  0 09:30 ?        00:00:00 [kworker/10:0-mm_percpu_wq]
root        3523       2  0 09:38 ?        00:00:00 [kworker/26:2-events]
root        3524       2  0 09:39 ?        00:00:00 [kworker/1:1-events]
root        3528       2  0 09:39 ?        00:00:00 [kworker/12:0-events]
root        3529       2  0 09:39 ?        00:00:00 [kworker/4:1-mm_percpu_wq]
hitcrt      3535    1615  0 09:39 ?        00:00:00 /usr/libexec/ibus-engine-simple
root        3546       2  0 09:39 ?        00:00:00 [kworker/5:0-events]
root        3583       2  0 09:39 ?        00:00:00 [kworker/2:0-events]
hitcrt      3594    1331  0 09:40 ?        00:00:00 /usr/libexec/evinced
hitcrt      3607    1331  0 09:40 ?        00:00:09 /usr/bin/nautilus --gapplication-service
root        3622       2  0 09:40 ?        00:00:00 [kworker/14:1-events]
hitcrt      3626    1331  0 09:40 ?        00:00:02 /usr/libexec/gnome-terminal-server
hitcrt      3635    3626  0 09:40 pts/0    00:00:00 bash
hitcrt      3692    1331  2 09:40 ?        00:00:38 /snap/code/165/usr/share/code/code --no-sandbox
hitcrt      3694    3692  0 09:40 ?        00:00:00 /snap/code/165/usr/share/code/code --type=zygote --no-zygote-sandbox --no-sandbox
hitcrt      3695    3692  0 09:40 ?        00:00:00 /snap/code/165/usr/share/code/code --type=zygote --no-sandbox
hitcrt      3709    1331  0 09:40 ?        00:00:00 /snap/code/165/usr/share/code/chrome_crashpad_handler --monitor-self-annotation=ptype=crashpad-handler --no-rate-limit --database=/home/hitcrt/.config/Code/Crashpad --url=appcenter://code?aid=fba07a4d-84bd-4fc8-a125-9640fc8ce171&uid=a5aa4aae-3f24-4584-8227-46aabb8130d7&iid=a5aa4aae-3f24-4584-8227-46aabb8130d7&sid=a5aa4aae-3f24-4584-8227-46aabb8130d7 --annotation=_companyName=Microsoft --annotation=_productName=VSCode --annotation=_version=1.92.0 --annotation=lsb-release=Ubuntu 20.04.6 LTS --annotation=plat=Linux --annotation=prod=Electron --annotation=ver=30.1.2 --initial-client-fd=46 --shared-client-connection
hitcrt      3730    3692  0 09:40 ?        00:00:00 /snap/code/165/usr/share/code/code --type=utility --utility-sub-type=network.mojom.NetworkService --lang=zh-CN --service-sandbox-type=none --no-sandbox --crashpad-handler-pid=3709 --enable-crash-reporter=0ac21c2f-f61a-4c0b-a067-75398b2a8ef1,no_channel --user-data-dir=/home/hitcrt/.config/Code --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,4783965086802876213,1297797629240639270,262144 --enable-features=kWebSQLAccess --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --variations-seed-version
hitcrt      3743    3695 10 09:40 ?        00:02:34 /snap/code/165/usr/share/code/code --type=renderer --crashpad-handler-pid=3709 --enable-crash-reporter=0ac21c2f-f61a-4c0b-a067-75398b2a8ef1,no_channel --user-data-dir=/home/hitcrt/.config/Code --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --app-path=/snap/code/165/usr/share/code/resources/app --enable-sandbox --enable-blink-features=HighlightAPI --no-sandbox --lang=zh-CN --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=4 --time-ticks-at-unix-epoch=-1722648270872495 --launch-time-ticks=986707823 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,4783965086802876213,1297797629240639270,262144 --enable-features=kWebSQLAccess --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --variations-seed-version --vscode-window-config=vscode:996ff9ae-1dc8-4d65-8aec-1f05e2e4ecde
hitcrt      3791    3692  4 09:40 ?        00:01:12 /snap/code/165/usr/share/code/code --type=gpu-process --disable-gpu-sandbox --no-sandbox --crashpad-handler-pid=3709 --enable-crash-reporter=0ac21c2f-f61a-4c0b-a067-75398b2a8ef1,no_channel --user-data-dir=/home/hitcrt/.config/Code --gpu-preferences=WAAAAAAAAAAgAAAEAAAAAAAAAAAAAAAAAABgAAAAAAA4AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAABAAAAGAAAAAAAAAAYAAAAAAAAAAgAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --use-gl=angle --use-angle=swiftshader-webgl --shared-files --field-trial-handle=3,i,4783965086802876213,1297797629240639270,262144 --enable-features=kWebSQLAccess --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --variations-seed-version
hitcrt      3826    3692  0 09:40 ?        00:00:06 /snap/code/165/usr/share/code/code --type=utility --utility-sub-type=node.mojom.NodeService --lang=zh-CN --service-sandbox-type=none --no-sandbox --crashpad-handler-pid=3709 --enable-crash-reporter=0ac21c2f-f61a-4c0b-a067-75398b2a8ef1,no_channel --user-data-dir=/home/hitcrt/.config/Code --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,4783965086802876213,1297797629240639270,262144 --enable-features=kWebSQLAccess --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --variations-seed-version
hitcrt      3827    3692  0 09:40 ?        00:00:00 /snap/code/165/usr/share/code/code --type=utility --utility-sub-type=node.mojom.NodeService --lang=zh-CN --service-sandbox-type=none --no-sandbox --crashpad-handler-pid=3709 --enable-crash-reporter=0ac21c2f-f61a-4c0b-a067-75398b2a8ef1,no_channel --user-data-dir=/home/hitcrt/.config/Code --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,4783965086802876213,1297797629240639270,262144 --enable-features=kWebSQLAccess --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --variations-seed-version
hitcrt      3851    3692  1 09:40 ?        00:00:27 /snap/code/165/usr/share/code/code --type=utility --utility-sub-type=node.mojom.NodeService --lang=zh-CN --service-sandbox-type=none --no-sandbox --dns-result-order=ipv4first --inspect-port=0 --crashpad-handler-pid=3709 --enable-crash-reporter=0ac21c2f-f61a-4c0b-a067-75398b2a8ef1,no_channel --user-data-dir=/home/hitcrt/.config/Code --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,4783965086802876213,1297797629240639270,262144 --enable-features=kWebSQLAccess --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --variations-seed-version
hitcrt      3983    3851  0 09:41 ?        00:00:00 /snap/code/165/usr/share/code/code /snap/code/165/usr/share/code/resources/app/extensions/json-language-features/server/dist/node/jsonServerMain --node-ipc --clientProcessId=3851
hitcrt      4001    3851  0 09:41 ?        00:00:01 /snap/code/165/usr/share/code/code /snap/code/165/usr/share/code/resources/app/extensions/markdown-language-features/dist/serverWorkerMain --node-ipc --clientProcessId=3851
root        4051       2  0 09:41 ?        00:00:00 [kworker/20:0-mm_percpu_wq]
root        4052       2  0 09:41 ?        00:00:00 [kworker/18:0-events]
root        4053       2  0 09:41 ?        00:00:00 [kworker/0:0-events_freezable]
hitcrt      4059    1595  0 09:41 ?        00:00:00 /usr/libexec/gvfsd-network --spawner :1.27 /org/gtk/gvfs/exec_spaw/1
hitcrt      4073    1595  0 09:41 ?        00:00:00 /usr/libexec/gvfsd-dnssd --spawner :1.27 /org/gtk/gvfs/exec_spaw/3
root        4080       1  0 09:41 ?        00:00:00 /sbin/mount.ntfs /dev/nvme0n1p5 /media/hitcrt/study -o rw,nodev,nosuid,windows_names,uid=1000,gid=1000,uhelper=udisks2
hitcrt      4197    3851  1 09:42 ?        00:00:15 /home/hitcrt/.vscode/extensions/ms-vscode.cpptools-1.21.5-linux-x64/bin/cpptools
root        4501       2  0 09:51 ?        00:00:00 [kworker/12:1-mm_percpu_wq]
root        4502       2  0 09:51 ?        00:00:00 [kworker/21:0]
root        4503       2  0 09:52 ?        00:00:00 [kworker/9:0]
root        4618       2  0 09:55 ?        00:00:00 [kworker/26:1]
root        4619       2  0 09:55 ?        00:00:00 [kworker/8:2]
hitcrt      4663    3692  0 09:55 ?        00:00:01 /snap/code/165/usr/share/code/code --type=utility --utility-sub-type=node.mojom.NodeService --lang=zh-CN --service-sandbox-type=none --no-sandbox --crashpad-handler-pid=3709 --enable-crash-reporter=0ac21c2f-f61a-4c0b-a067-75398b2a8ef1,no_channel --user-data-dir=/home/hitcrt/.config/Code --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,4783965086802876213,1297797629240639270,262144 --enable-features=kWebSQLAccess --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --variations-seed-version
root        4706       2  0 09:56 ?        00:00:00 [kworker/16:0]
root        4866       2  0 09:56 ?        00:00:00 [kworker/1:2-mm_percpu_wq]
hitcrt      5083    1331  2 09:56 ?        00:00:11 /opt/microsoft/msedge/msedge
hitcrt      5089    5083  0 09:56 ?        00:00:00 cat
hitcrt      5090    5083  0 09:56 ?        00:00:00 cat
hitcrt      5092    1331  0 09:56 ?        00:00:00 /opt/microsoft/msedge/msedge_crashpad_handler --monitor-self --monitor-self-annotation=ptype=crashpad-handler --database=/home/hitcrt/.config/microsoft-edge/Crash Reports --annotation=IsOfficialBuild=1 --annotation=exe=msedge --annotation=lsb-release=Ubuntu 20.04.6 LTS --annotation=plat=Linux --annotation=prod=Microsoft_Edge_Linux --annotation=ver=127.0.2651.74 --initial-client-fd=5 --shared-client-connection
hitcrt      5094    1331  0 09:56 ?        00:00:00 /opt/microsoft/msedge/msedge_crashpad_handler --no-periodic-tasks --monitor-self-annotation=ptype=crashpad-handler --database=/home/hitcrt/.config/microsoft-edge/Crash Reports --annotation=IsOfficialBuild=1 --annotation=exe=msedge --annotation=lsb-release=Ubuntu 20.04.6 LTS --annotation=plat=Linux --annotation=prod=Microsoft_Edge_Linux --annotation=ver=127.0.2651.74 --initial-client-fd=4 --shared-client-connection
hitcrt      5100    5083  0 09:56 ?        00:00:00 /opt/microsoft/msedge/msedge --type=zygote --no-zygote-sandbox --crashpad-handler-pid=5092 --enable-crash-reporter=, --change-stack-guard-on-fork=enable
hitcrt      5101    5083  0 09:56 ?        00:00:00 /opt/microsoft/msedge/msedge --type=zygote --crashpad-handler-pid=5092 --enable-crash-reporter=, --change-stack-guard-on-fork=enable
hitcrt      5103    5101  0 09:56 ?        00:00:00 /opt/microsoft/msedge/msedge --type=zygote --crashpad-handler-pid=5092 --enable-crash-reporter=, --change-stack-guard-on-fork=enable
hitcrt      5131    5083  0 09:56 ?        00:00:03 /opt/microsoft/msedge/msedge --type=utility --utility-sub-type=network.mojom.NetworkService --lang=zh-CN --service-sandbox-type=none --crashpad-handler-pid=5092 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,8212365635220875254,7498199481999040466,262144 --variations-seed-version
hitcrt      5180    5103  0 09:56 ?        00:00:00 /opt/microsoft/msedge/msedge --type=utility --utility-sub-type=storage.mojom.StorageService --lang=zh-CN --service-sandbox-type=utility --crashpad-handler-pid=5092 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,8212365635220875254,7498199481999040466,262144 --variations-seed-version
hitcrt      5200    5103  0 09:56 ?        00:00:01 /opt/microsoft/msedge/msedge --type=renderer --crashpad-handler-pid=5092 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --lang=zh-CN --js-flags=--ms-user-locale= --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=6 --time-ticks-at-unix-epoch=-1722648270872496 --launch-time-ticks=1948256645 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,8212365635220875254,7498199481999040466,262144 --variations-seed-version
hitcrt      5201    5103  1 09:56 ?        00:00:09 /opt/microsoft/msedge/msedge --type=renderer --crashpad-handler-pid=5092 --enable-crash-reporter=, --instant-process --change-stack-guard-on-fork=enable --lang=zh-CN --js-flags=--ms-user-locale= --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=5 --time-ticks-at-unix-epoch=-1722648270872496 --launch-time-ticks=1948258013 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,8212365635220875254,7498199481999040466,262144 --variations-seed-version
hitcrt      5270    5100  4 09:56 ?        00:00:22 /opt/microsoft/msedge/msedge --type=gpu-process --crashpad-handler-pid=5092 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --gpu-preferences=WAAAAAAAAAAgAAAEAAAAAAAAAAAAAAAAAABgAAAAAAA4AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAABAAAAGAAAAAAAAAAYAAAAAAAAAAgAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --use-gl=angle --use-angle=swiftshader-webgl --shared-files --field-trial-handle=3,i,8212365635220875254,7498199481999040466,262144 --variations-seed-version
root        5348       2  0 09:57 ?        00:00:00 [kworker/u64:1-events_unbound]
hitcrt      5561    3626  0 09:57 pts/1    00:00:00 bash
root        5754       2  0 09:57 ?        00:00:00 [kworker/10:1-events]
hitcrt      5798    5103  0 09:58 ?        00:00:01 /opt/microsoft/msedge/msedge --type=renderer --crashpad-handler-pid=5092 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --disable-gpu-compositing --lang=zh-CN --js-flags=--ms-user-locale= --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=28 --time-ticks-at-unix-epoch=-1722648270872496 --launch-time-ticks=2014442217 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,8212365635220875254,7498199481999040466,262144 --variations-seed-version
hitcrt      5850    1331  0 09:58 ?        00:00:03 evince /media/hitcrt/study/文件/视觉/week01/第一周任务说明.pdf
root        5866       2  0 09:58 ?        00:00:00 [kworker/6:2]
hitcrt      5887    3695  0 09:58 ?        00:00:01 /snap/code/165/usr/share/code/code --type=renderer --crashpad-handler-pid=3709 --enable-crash-reporter=0ac21c2f-f61a-4c0b-a067-75398b2a8ef1,no_channel --user-data-dir=/home/hitcrt/.config/Code --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --app-path=/snap/code/165/usr/share/code/resources/app --enable-sandbox --enable-blink-features=HighlightAPI --no-sandbox --disable-gpu-compositing --lang=zh-CN --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=17 --time-ticks-at-unix-epoch=-1722648270872495 --launch-time-ticks=2069138332 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,4783965086802876213,1297797629240639270,262144 --enable-features=kWebSQLAccess --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --variations-seed-version
hitcrt      5943    5103 29 09:59 ?        00:01:47 /opt/microsoft/msedge/msedge --type=renderer --crashpad-handler-pid=5092 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --disable-gpu-compositing --lang=zh-CN --js-flags=--ms-user-locale= --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=35 --time-ticks-at-unix-epoch=-1722648270872496 --launch-time-ticks=2084648407 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,8212365635220875254,7498199481999040466,262144 --variations-seed-version
hitcrt      5953    5103  0 09:59 ?        00:00:00 /opt/microsoft/msedge/msedge --type=renderer --crashpad-handler-pid=5092 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --disable-gpu-compositing --lang=zh-CN --js-flags=--ms-user-locale= --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=36 --time-ticks-at-unix-epoch=-1722648270872496 --launch-time-ticks=2085741088 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,8212365635220875254,7498199481999040466,262144 --variations-seed-version
hitcrt      5972    5083  0 09:59 ?        00:00:00 /opt/microsoft/msedge/msedge --type=utility --utility-sub-type=audio.mojom.AudioService --lang=zh-CN --service-sandbox-type=none --crashpad-handler-pid=5092 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,8212365635220875254,7498199481999040466,262144 --variations-seed-version
hitcrt      6045    3626  0 10:01 pts/2    00:00:00 bash
root        6052       2  0 10:01 ?        00:00:00 [kworker/26:0-events]
root        6055       2  0 10:01 ?        00:00:00 [kworker/21:2]
root        6088       2  0 10:02 ?        00:00:00 [kworker/3:0]
hitcrt      6176    6045  0 10:05 pts/2    00:00:00 bash process.sh
hitcrt      6177    6176  0 10:05 pts/2    00:00:00 ps -ef
